ts, average131195ts, fastestz3, slowestz0
35752, 0.021313, 0.027411, 0.015859
35760, 0.021309, 0.027405, 0.015856
35768, 0.021304, 0.027399, 0.015880
35776, 0.021299, 0.027393, 0.015877
35784, 0.021322, 0.027414, 0.015873
35792, 0.021318, 0.027408, 0.015869
35800, 0.021313, 0.027402, 0.015866
35808, 0.021308, 0.027396, 0.015862
35816, 0.021303, 0.027418, 0.015859
35824, 0.021299, 0.027412, 0.015855
35832, 0.021322, 0.027406, 0.015852
35840, 0.021317, 0.027427, 0.015876
35848, 0.021312, 0.027421, 0.015873
35856, 0.021307, 0.027415, 0.015869
35864, 0.021303, 0.027409, 0.015865
35872, 0.021298, 0.027431, 0.015862
35880, 0.021293, 0.027425, 0.015858
35888, 0.021288, 0.027419, 0.015883
35896, 0.021284, 0.027413, 0.015879
35904, 0.021307, 0.027434, 0.015876
35912, 0.021302, 0.027428, 0.015872
35920, 0.021297, 0.027422, 0.015869
35928, 0.021293, 0.027416, 0.015865
35936, 0.021288, 0.027410, 0.015862
35944, 0.021283, 0.027404, 0.015858
35952, 0.021306, 0.027398, 0.015854
35960, 0.021301, 0.027419, 0.015851
35968, 0.021297, 0.027413, 0.015847
35976, 0.021292, 0.027407, 0.015844
35984, 0.021287, 0.027401, 0.015840
35992, 0.021283, 0.027395, 0.015837
36000, 0.021278, 0.027389, 0.015833
36008, 0.021273, 0.027411, 0.015830
36016, 0.021296, 0.027404, 0.015854
36024, 0.021291, 0.027398, 0.015851
36032, 0.021287, 0.027392, 0.015847
36040, 0.021282, 0.027414, 0.015844
36048, 0.021277, 0.027408, 0.015840
36056, 0.021272, 0.027402, 0.015836
36064, 0.021268, 0.027396, 0.015833
36072, 0.021263, 0.027417, 0.015829
36080, 0.021258, 0.027411, 0.015826
36088, 0.021254, 0.027405, 0.015850
36096, 0.021249, 0.027399, 0.015847
36104, 0.021272, 0.027421, 0.015843
36112, 0.021267, 0.027415, 0.015840
36120, 0.021262, 0.027409, 0.015836
36128, 0.021258, 0.027403, 0.015833
36136, 0.021253, 0.027397, 0.015829
36144, 0.021248, 0.027418, 0.015826
36152, 0.021244, 0.027412, 0.015822
36160, 0.021239, 0.027406, 0.015819
36168, 0.021262, 0.027400, 0.015815
36176, 0.021257, 0.027394, 0.015812
36184, 0.021252, 0.027388, 0.015808
36192, 0.021248, 0.027382, 0.015805
36200, 0.021243, 0.027376, 0.015801
36208, 0.021238, 0.027370, 0.015825
36216, 0.021234, 0.027364, 0.015822
36224, 0.021257, 0.027358, 0.015846
36232, 0.021252, 0.027352, 0.015842
36240, 0.021247, 0.027373, 0.015839
36248, 0.021243, 0.027367, 0.015835
36256, 0.021238, 0.027361, 0.015832
36264, 0.021233, 0.027355, 0.015828
36272, 0.021228, 0.027349, 0.015825
36280, 0.021224, 0.027343, 0.015821
36288, 0.021219, 0.027337, 0.015818
36296, 0.021242, 0.027331, 0.015814
36304, 0.021237, 0.027325, 0.015811
36312, 0.021233, 0.027319, 0.015835
36320, 0.021228, 0.027313, 0.015831
36328, 0.021223, 0.027307, 0.015828
36336, 0.021219, 0.027301, 0.015825
36344, 0.021214, 0.027295, 0.015821
36352, 0.021209, 0.027289, 0.015818
36360, 0.021232, 0.027310, 0.015814
36368, 0.021227, 0.027304, 0.015811
36376, 0.021223, 0.027298, 0.015807
36384, 0.021218, 0.027292, 0.015804
36392, 0.021213, 0.027286, 0.015800
36400, 0.021209, 0.027308, 0.015797
36408, 0.021232, 0.027302, 0.015821
36416, 0.021227, 0.027296, 0.015817
36424, 0.021222, 0.027290, 0.015814
36432, 0.021218, 0.027284, 0.015810
36440, 0.021213, 0.027305, 0.015834
36448, 0.021208, 0.027299, 0.015831
36456, 0.021204, 0.027293, 0.015827
36464, 0.021226, 0.027287, 0.015851
36472, 0.021222, 0.027281, 0.015848
36480, 0.021217, 0.027275, 0.015844
36488, 0.021212, 0.027269, 0.015841
36496, 0.021208, 0.027291, 0.015837
36504, 0.021203, 0.027285, 0.015834
36512, 0.021199, 0.027279, 0.015830
36520, 0.021194, 0.027273, 0.015827
36528, 0.021189, 0.027294, 0.015823
36536, 0.021185, 0.027288, 0.015820
36544, 0.021207, 0.027282, 0.015817
36552, 0.021203, 0.027276, 0.015813
36560, 0.021198, 0.027298, 0.015810
36568, 0.021193, 0.027292, 0.015806
36576, 0.021189, 0.027286, 0.015803
36584, 0.021184, 0.027280, 0.015799
36592, 0.021179, 0.027274, 0.015823
36600, 0.021175, 0.027268, 0.015820
36608, 0.021170, 0.027262, 0.015816
36616, 0.021166, 0.027256, 0.015813
36624, 0.021188, 0.027277, 0.015809
36632, 0.021184, 0.027271, 0.015806
36640, 0.021179, 0.027265, 0.015802
36648, 0.021174, 0.027259, 0.015799
36656, 0.021170, 0.027281, 0.015796
36664, 0.021165, 0.027275, 0.015792
36672, 0.021161, 0.027269, 0.015789
36680, 0.021156, 0.027263, 0.015785
36688, 0.021151, 0.027284, 0.015782
36696, 0.021174, 0.027278, 0.015778
36704, 0.021169, 0.027272, 0.015775
36712, 0.021165, 0.027266, 0.015799
36720, 0.021160, 0.027260, 0.015795
36728, 0.021156, 0.027254, 0.015792
36736, 0.021151, 0.027248, 0.015788
36744, 0.021146, 0.027243, 0.015785
36752, 0.021142, 0.027237, 0.015781
36760, 0.021137, 0.027231, 0.015778
36768, 0.021160, 0.027252, 0.015775
36776, 0.021155, 0.027246, 0.015798
36784, 0.021151, 0.027240, 0.015795
36792, 0.021146, 0.027234, 0.015791
36800, 0.021141, 0.027255, 0.015788
36808, 0.021137, 0.027277, 0.015785
36816, 0.021159, 0.027271, 0.015781
36824, 0.021155, 0.027265, 0.015778
36832, 0.021150, 0.027259, 0.015774
36840, 0.021145, 0.027253, 0.015771
36848, 0.021141, 0.027247, 0.015767
36856, 0.021136, 0.027268, 0.015764
36864, 0.021132, 0.027262, 0.015761
36872, 0.021154, 0.027256, 0.015757
36880, 0.021150, 0.027251, 0.015754
36888, 0.021145, 0.027245, 0.015777
36896, 0.021141, 0.027239, 0.015774
36904, 0.021136, 0.027233, 0.015771
36912, 0.021131, 0.027227, 0.015767
36920, 0.021127, 0.027221, 0.015764
36928, 0.021122, 0.027215, 0.015760
36936, 0.021118, 0.027209, 0.015757
36944, 0.021113, 0.027203, 0.015754
36952, 0.021108, 0.027197, 0.015750
36960, 0.021104, 0.027192, 0.015747
36968, 0.021126, 0.027186, 0.015743
36976, 0.021122, 0.027180, 0.015740
36984, 0.021117, 0.027174, 0.015764
36992, 0.021113, 0.027168, 0.015760
37000, 0.021108, 0.027189, 0.015757
37008, 0.021131, 0.027183, 0.015753
37016, 0.021126, 0.027177, 0.015750
37024, 0.021121, 0.027172, 0.015747
37032, 0.021117, 0.027166, 0.015743
37040, 0.021112, 0.027160, 0.015740
37048, 0.021108, 0.027154, 0.015736
37056, 0.021103, 0.027148, 0.015733
37064, 0.021099, 0.027142, 0.015730
37072, 0.021094, 0.027136, 0.015726
37080, 0.021090, 0.027131, 0.015750
37088, 0.021112, 0.027125, 0.015746
37096, 0.021107, 0.027119, 0.015743
37104, 0.021103, 0.027113, 0.015740
37112, 0.021098, 0.027107, 0.015736
37120, 0.021094, 0.027101, 0.015733
37128, 0.021089, 0.027095, 0.015729
37136, 0.021085, 0.027117, 0.015753
37144, 0.021080, 0.027138, 0.015750
37152, 0.021102, 0.027132, 0.015746
37160, 0.021098, 0.027126, 0.015743
37168, 0.021093, 0.027120, 0.015739
37176, 0.021089, 0.027141, 0.015736
37184, 0.021084, 0.027135, 0.015733
37192, 0.021080, 0.027129, 0.015729
37200, 0.021075, 0.027124, 0.015726
37208, 0.021071, 0.027118, 0.015722
37216, 0.021066, 0.027112, 0.015719
37224, 0.021089, 0.027106, 0.015716
37232, 0.021084, 0.027100, 0.015712
37240, 0.021079, 0.027095, 0.015736
37248, 0.021075, 0.027089, 0.015732
37256, 0.021070, 0.027083, 0.015729
37264, 0.021093, 0.027104, 0.015726
37272, 0.021088, 0.027098, 0.015722
37280, 0.021084, 0.027092, 0.015719
37288, 0.021079, 0.027086, 0.015742
37296, 0.021075, 0.027081, 0.015739
37304, 0.021070, 0.027075, 0.015736
37312, 0.021066, 0.027069, 0.015732
37320, 0.021061, 0.027063, 0.015729
37328, 0.021057, 0.027057, 0.015725
37336, 0.021052, 0.027052, 0.015722
37344, 0.021074, 0.027073, 0.015719
37352, 0.021070, 0.027067, 0.015715
37360, 0.021065, 0.027061, 0.015712
37368, 0.021061, 0.027055, 0.015709
37376, 0.021056, 0.027049, 0.015705
37384, 0.021052, 0.027070, 0.015702
37392, 0.021047, 0.027065, 0.015699
37400, 0.021070, 0.027059, 0.015722
37408, 0.021065, 0.027053, 0.015719
37416, 0.021061, 0.027047, 0.015715
37424, 0.021056, 0.027041, 0.015712
37432, 0.021052, 0.027036, 0.015708
37440, 0.021047, 0.027030, 0.015705
37448, 0.021069, 0.027024, 0.015702
37456, 0.021065, 0.027018, 0.015698
37464, 0.021060, 0.027013, 0.015695
37472, 0.021056, 0.027007, 0.015692
37480, 0.021051, 0.027001, 0.015688
37488, 0.021047, 0.026995, 0.015685
37496, 0.021042, 0.027016, 0.015708
37504, 0.021038, 0.027010, 0.015705
37512, 0.021033, 0.027031, 0.015702
37520, 0.021055, 0.027026, 0.015698
37528, 0.021051, 0.027046, 0.015695
37536, 0.021046, 0.027041, 0.015718
37544, 0.021042, 0.027035, 0.015715
37552, 0.021037, 0.027029, 0.015712
37560, 0.021033, 0.027023, 0.015708
37568, 0.021029, 0.027018, 0.015705
37576, 0.021051, 0.027012, 0.015702
37584, 0.021046, 0.027006, 0.015698
37592, 0.021042, 0.027027, 0.015695
37600, 0.021037, 0.027021, 0.015691
37608, 0.021033, 0.027016, 0.015688
37616, 0.021028, 0.027010, 0.015711
37624, 0.021024, 0.027004, 0.015708
37632, 0.021046, 0.026998, 0.015705
37640, 0.021041, 0.027019, 0.015701
37648, 0.021037, 0.027013, 0.015698
37656, 0.021033, 0.027008, 0.015695
37664, 0.021055, 0.027002, 0.015691
37672, 0.021050, 0.026996, 0.015688
37680, 0.021046, 0.026990, 0.015685
37688, 0.021041, 0.027011, 0.015681
37696, 0.021037, 0.027006, 0.015678
37704, 0.021032, 0.027000, 0.015675
37712, 0.021028, 0.026994, 0.015671
37720, 0.021023, 0.026988, 0.015695
37728, 0.021019, 0.027009, 0.015691
37736, 0.021014, 0.027003, 0.015688
37744, 0.021010, 0.026998, 0.015685
37752, 0.021006, 0.026992, 0.015681
37760, 0.021001, 0.026986, 0.015678
37768, 0.021023, 0.026981, 0.015675
37776, 0.021019, 0.026975, 0.015671
37784, 0.021014, 0.026969, 0.015668
37792, 0.021010, 0.026990, 0.015665
37800, 0.021005, 0.026984, 0.015688
37808, 0.021001, 0.027005, 0.015685
37816, 0.020996, 0.026999, 0.015681
37824, 0.020992, 0.026993, 0.015678
37832, 0.020988, 0.026988, 0.015675
37840, 0.020983, 0.026982, 0.015671
37848, 0.020979, 0.026976, 0.015668
37856, 0.021001, 0.026971, 0.015665
37864, 0.020996, 0.026965, 0.015661
37872, 0.020992, 0.026959, 0.015658
37880, 0.020987, 0.026980, 0.015655
37888, 0.020983, 0.026974, 0.015651
37896, 0.020978, 0.026969, 0.015648
37904, 0.020974, 0.026963, 0.015671
37912, 0.020970, 0.026957, 0.015668
37920, 0.020992, 0.026978, 0.015665
37928, 0.020987, 0.026972, 0.015661
37936, 0.020983, 0.026966, 0.015658
37944, 0.020978, 0.026961, 0.015655
37952, 0.020974, 0.026981, 0.015651
37960, 0.020969, 0.026976, 0.015648
37968, 0.020965, 0.026970, 0.015645
37976, 0.020961, 0.026964, 0.015641
37984, 0.020956, 0.026959, 0.015638
37992, 0.020952, 0.026979, 0.015635
38000, 0.020974, 0.026974, 0.015632
38008, 0.020969, 0.026968, 0.015655
38016, 0.020965, 0.026989, 0.015651
38024, 0.020960, 0.026983, 0.015648
38032, 0.020956, 0.026977, 0.015645
38040, 0.020952, 0.026972, 0.015641
38048, 0.020947, 0.026966, 0.015638
38056, 0.020943, 0.026960, 0.015635
38064, 0.020938, 0.026955, 0.015632
38072, 0.020934, 0.026949, 0.015628
38080, 0.020930, 0.026943, 0.015625
38088, 0.020925, 0.026938, 0.015648
38096, 0.020921, 0.026932, 0.015645
38104, 0.020943, 0.026926, 0.015641
38112, 0.020938, 0.026947, 0.015638
38120, 0.020934, 0.026941, 0.015635
38128, 0.020930, 0.026936, 0.015632
38136, 0.020925, 0.026930, 0.015628
38144, 0.020921, 0.026924, 0.015625
38152, 0.020916, 0.026945, 0.015622
38160, 0.020912, 0.026939, 0.015618
38168, 0.020934, 0.026934, 0.015615
38176, 0.020929, 0.026928, 0.015638
38184, 0.020925, 0.026948, 0.015635
38192, 0.020921, 0.026943, 0.015632
38200, 0.020916, 0.026937, 0.015628
38208, 0.020912, 0.026932, 0.015625
38216, 0.020907, 0.026952, 0.015622
38224, 0.020929, 0.026946, 0.015618
38232, 0.020925, 0.026941, 0.015615
38240, 0.020921, 0.026935, 0.015612
38248, 0.020916, 0.026930, 0.015609
38256, 0.020912, 0.026924, 0.015605
38264, 0.020907, 0.026918, 0.015602
38272, 0.020929, 0.026939, 0.015599
38280, 0.020925, 0.026933, 0.015596
38288, 0.020920, 0.026927, 0.015592
38296, 0.020916, 0.026922, 0.015615
38304, 0.020912, 0.026916, 0.015612
38312, 0.020907, 0.026911, 0.015635
38320, 0.020903, 0.026905, 0.015632
38328, 0.020899, 0.026899, 0.015628
38336, 0.020894, 0.026894, 0.015625
38344, 0.020890, 0.026888, 0.015622
38352, 0.020885, 0.026909, 0.015618
38360, 0.020881, 0.026903, 0.015615
38368, 0.020877, 0.026897, 0.015612
38376, 0.020872, 0.026892, 0.015609
38384, 0.020894, 0.026886, 0.015605
38392, 0.020890, 0.026881, 0.015602
38400, 0.020885, 0.026901, 0.015599
38408, 0.020881, 0.026895, 0.015596
38416, 0.020877, 0.026890, 0.015592
38424, 0.020872, 0.026884, 0.015589
38432, 0.020868, 0.026879, 0.015586
38440, 0.020864, 0.026873, 0.015583
38448, 0.020859, 0.026867, 0.015605
38456, 0.020881, 0.026862, 0.015602
38464, 0.020877, 0.026856, 0.015599
38472, 0.020872, 0.026851, 0.015596
38480, 0.020868, 0.026845, 0.015593
38488, 0.020864, 0.026840, 0.015589
38496, 0.020859, 0.026860, 0.015586
38504, 0.020855, 0.026854, 0.015583
38512, 0.020851, 0.026849, 0.015580
38520, 0.020846, 0.026843, 0.015576
38528, 0.020842, 0.026838, 0.015599
38536, 0.020864, 0.026832, 0.015596
38544, 0.020859, 0.026826, 0.015593
38552, 0.020855, 0.026847, 0.015589
38560, 0.020851, 0.026841, 0.015586
38568, 0.020846, 0.026836, 0.015583
38576, 0.020842, 0.026830, 0.015580
38584, 0.020838, 0.026825, 0.015576
38592, 0.020833, 0.026819, 0.015573
38600, 0.020855, 0.026813, 0.015570
38608, 0.020851, 0.026834, 0.015567
38616, 0.020846, 0.026828, 0.015589
38624, 0.020842, 0.026823, 0.015586
38632, 0.020838, 0.026817, 0.015583
38640, 0.020833, 0.026837, 0.015580
38648, 0.020829, 0.026832, 0.015576
38656, 0.020825, 0.026826, 0.015573
38664, 0.020820, 0.026821, 0.015570
38672, 0.020842, 0.026841, 0.015567
38680, 0.020838, 0.026836, 0.015564
38688, 0.020833, 0.026830, 0.015560
38696, 0.020829, 0.026824, 0.015557
38704, 0.020825, 0.026819, 0.015580
38712, 0.020820, 0.026813, 0.015577
38720, 0.020842, 0.026808, 0.015573
38728, 0.020838, 0.026828, 0.015570
38736, 0.020833, 0.026823, 0.015567
38744, 0.020829, 0.026817, 0.015564
38752, 0.020825, 0.026812, 0.015560
38760, 0.020820, 0.026806, 0.015557
38768, 0.020842, 0.026826, 0.015554
38776, 0.020838, 0.026821, 0.015551
38784, 0.020833, 0.026815, 0.015548
38792, 0.020829, 0.026810, 0.015544
38800, 0.020825, 0.026804, 0.015541
38808, 0.020820, 0.026824, 0.015538
38816, 0.020842, 0.026819, 0.015561
38824, 0.020838, 0.026813, 0.015557
38832, 0.020833, 0.026808, 0.015554
38840, 0.020829, 0.026802, 0.015551
38848, 0.020825, 0.026797, 0.015548
38856, 0.020820, 0.026791, 0.015545
38864, 0.020842, 0.026786, 0.015541
38872, 0.020838, 0.026780, 0.015538
38880, 0.020833, 0.026775, 0.015561
38888, 0.020829, 0.026795, 0.015557
38896, 0.020825, 0.026789, 0.015554
38904, 0.020846, 0.026784, 0.015551
38912, 0.020842, 0.026778, 0.015548
38920, 0.020838, 0.026773, 0.015545
38928, 0.020833, 0.026793, 0.015542
38936, 0.020829, 0.026788, 0.015538
38944, 0.020825, 0.026782, 0.015535
38952, 0.020820, 0.026802, 0.015532
38960, 0.020842, 0.026797, 0.015554
38968, 0.020838, 0.026791, 0.015551
38976, 0.020833, 0.026786, 0.015548
38984, 0.020829, 0.026780, 0.015545
38992, 0.020825, 0.026775, 0.015542
39000, 0.020821, 0.026769, 0.015538
39008, 0.020816, 0.026764, 0.015561
39016, 0.020812, 0.026758, 0.015558
39024, 0.020808, 0.026753, 0.015555
39032, 0.020803, 0.026747, 0.015551
39040, 0.020825, 0.026767, 0.015548
39048, 0.020821, 0.026762, 0.015545
39056, 0.020816, 0.026756, 0.015542
39064, 0.020812, 0.026751, 0.015539
39072, 0.020808, 0.026771, 0.015561
39080, 0.020803, 0.026766, 0.015558
39088, 0.020799, 0.026760, 0.015555
39096, 0.020795, 0.026755, 0.015551
39104, 0.020791, 0.026749, 0.015548
39112, 0.020786, 0.026769, 0.015545
39120, 0.020782, 0.026764, 0.015542
39128, 0.020804, 0.026758, 0.015539
39136, 0.020799, 0.026778, 0.015536
39144, 0.020795, 0.026773, 0.015532
39152, 0.020791, 0.026767, 0.015529
39160, 0.020787, 0.026762, 0.015526
39168, 0.020782, 0.026757, 0.015523
39176, 0.020778, 0.026751, 0.015520
39184, 0.020799, 0.026746, 0.015517
39192, 0.020795, 0.026766, 0.015513
39200, 0.020791, 0.026760, 0.015510
39208, 0.020787, 0.026755, 0.015507
39216, 0.020782, 0.026749, 0.015529
39224, 0.020778, 0.026744, 0.015526
39232, 0.020774, 0.026764, 0.015523
39240, 0.020770, 0.026758, 0.015520
39248, 0.020765, 0.026753, 0.015517
39256, 0.020761, 0.026773, 0.015514
39264, 0.020782, 0.026768, 0.015510
39272, 0.020778, 0.026762, 0.015507
39280, 0.020774, 0.026757, 0.015504
39288, 0.020770, 0.026751, 0.015501
39296, 0.020765, 0.026746, 0.015498
39304, 0.020761, 0.026740, 0.015495
39312, 0.020757, 0.026735, 0.015491
39320, 0.020753, 0.026755, 0.015488
39328, 0.020749, 0.026749, 0.015485
39336, 0.020744, 0.026744, 0.015507
39344, 0.020740, 0.026739, 0.015504
39352, 0.020761, 0.026733, 0.015501
39360, 0.020757, 0.026753, 0.015498
39368, 0.020753, 0.026748, 0.015495
39376, 0.020749, 0.026742, 0.015492
39384, 0.020744, 0.026737, 0.015489
39392, 0.020740, 0.026731, 0.015485
39400, 0.020736, 0.026726, 0.015482
39408, 0.020732, 0.026746, 0.015504
39416, 0.020728, 0.026740, 0.015501
39424, 0.020723, 0.026735, 0.015498
39432, 0.020745, 0.026730, 0.015495
39440, 0.020740, 0.026749, 0.015492
39448, 0.020736, 0.026744, 0.015489
39456, 0.020732, 0.026739, 0.015511
39464, 0.020728, 0.026733, 0.015508
39472, 0.020724, 0.026728, 0.015505
39480, 0.020719, 0.026722, 0.015502
39488, 0.020715, 0.026717, 0.015498
39496, 0.020711, 0.026737, 0.015495
39504, 0.020732, 0.026731, 0.015492
39512, 0.020728, 0.026726, 0.015514
39520, 0.020724, 0.026746, 0.015511
39528, 0.020719, 0.026741, 0.015508
39536, 0.020715, 0.026735, 0.015505
39544, 0.020711, 0.026730, 0.015502
39552, 0.020732, 0.026724, 0.015499
39560, 0.020728, 0.026719, 0.015495
39568, 0.020724, 0.026714, 0.015492
39576, 0.020720, 0.026733, 0.015489
39584, 0.020715, 0.026728, 0.015486
39592, 0.020711, 0.026723, 0.015483
39600, 0.020707, 0.026717, 0.015505
39608, 0.020703, 0.026737, 0.015502
39616, 0.020699, 0.026732, 0.015499
39624, 0.020720, 0.026726, 0.015496
39632, 0.020716, 0.026721, 0.015493
39640, 0.020711, 0.026741, 0.015489
39648, 0.020707, 0.026735, 0.015486
39656, 0.020703, 0.026730, 0.015483
39664, 0.020699, 0.026724, 0.015480
39672, 0.020695, 0.026719, 0.015477
39680, 0.020716, 0.026714, 0.015474
39688, 0.020712, 0.026734, 0.015471
39696, 0.020707, 0.026728, 0.015468
39704, 0.020703, 0.026723, 0.015464
39712, 0.020699, 0.026717, 0.015461
39720, 0.020695, 0.026712, 0.015458
39728, 0.020691, 0.026707, 0.015480
39736, 0.020712, 0.026726, 0.015477
39744, 0.020708, 0.026721, 0.015474
39752, 0.020703, 0.026716, 0.015471
39760, 0.020699, 0.026710, 0.015468
39768, 0.020695, 0.026705, 0.015465
39776, 0.020691, 0.026700, 0.015462
39784, 0.020687, 0.026694, 0.015458
39792, 0.020683, 0.026689, 0.015455
39800, 0.020678, 0.026683, 0.015452
39808, 0.020674, 0.026678, 0.015474
39816, 0.020670, 0.026673, 0.015471
39824, 0.020666, 0.026667, 0.015468
39832, 0.020687, 0.026662, 0.015465
39840, 0.020683, 0.026682, 0.015462
39848, 0.020679, 0.026676, 0.015459
39856, 0.020674, 0.026671, 0.015456
39864, 0.020670, 0.026666, 0.015453
39872, 0.020666, 0.026660, 0.015449
39880, 0.020662, 0.026655, 0.015446
39888, 0.020683, 0.026675, 0.015443
39896, 0.020679, 0.026669, 0.015440
39904, 0.020675, 0.026664, 0.015437
39912, 0.020670, 0.026659, 0.015434
39920, 0.020666, 0.026653, 0.015431
39928, 0.020662, 0.026648, 0.015428
39936, 0.020658, 0.026643, 0.015450
39944, 0.020654, 0.026662, 0.015447
39952, 0.020650, 0.026657, 0.015444
39960, 0.020671, 0.026652, 0.015440
39968, 0.020667, 0.026646, 0.015437
39976, 0.020662, 0.026666, 0.015459
39984, 0.020658, 0.026661, 0.015456
39992, 0.020654, 0.026655, 0.015453
40000, 0.020650, 0.026650, 0.015450
40008, 0.020646, 0.026670, 0.015447
40016, 0.020642, 0.026664, 0.015444
40024, 0.020638, 0.026659, 0.015441
40032, 0.020658, 0.026654, 0.015438
40040, 0.020654, 0.026648, 0.015460
40048, 0.020650, 0.026668, 0.015456
40056, 0.020646, 0.026663, 0.015453
40064, 0.020642, 0.026657, 0.015450
40072, 0.020638, 0.026652, 0.015447
40080, 0.020659, 0.026647, 0.015444
40088, 0.020655, 0.026666, 0.015441
40096, 0.020650, 0.026661, 0.015438
40104, 0.020646, 0.026656, 0.015435
40112, 0.020642, 0.026650, 0.015432
40120, 0.020638, 0.026645, 0.015429
40128, 0.020634, 0.026665, 0.015426
40136, 0.020630, 0.026659, 0.015423
40144, 0.020626, 0.026654, 0.015444
40152, 0.020622, 0.026649, 0.015441
40160, 0.020642, 0.026643, 0.015438
40168, 0.020638, 0.026663, 0.015435
40176, 0.020634, 0.026658, 0.015432
40184, 0.020630, 0.026652, 0.015429
40192, 0.020626, 0.026672, 0.015426
40200, 0.020622, 0.026667, 0.015423
40208, 0.020643, 0.026661, 0.015420
40216, 0.020639, 0.026656, 0.015417
40224, 0.020634, 0.026651, 0.015414
40232, 0.020630, 0.026670, 0.015411
40240, 0.020626, 0.026665, 0.015408
40248, 0.020622, 0.026660, 0.015404
40256, 0.020618, 0.026654, 0.015401
40264, 0.020614, 0.026674, 0.015398
40272, 0.020610, 0.026669, 0.015420
40280, 0.020606, 0.026663, 0.015417
40288, 0.020602, 0.026658, 0.015414
40296, 0.020622, 0.026653, 0.015411
40304, 0.020618, 0.026647, 0.015408
40312, 0.020614, 0.026642, 0.015405
40320, 0.020610, 0.026637, 0.015402
40328, 0.020606, 0.026632, 0.015424
40336, 0.020602, 0.026651, 0.015420
40344, 0.020598, 0.026646, 0.015417
40352, 0.020594, 0.026641, 0.015414
40360, 0.020590, 0.026635, 0.015411
40368, 0.020586, 0.026655, 0.015408
40376, 0.020606, 0.026649, 0.015405
40384, 0.020602, 0.026644, 0.015402
40392, 0.020598, 0.026664, 0.015399
40400, 0.020594, 0.026658, 0.015396
40408, 0.020615, 0.026653, 0.015393
40416, 0.020611, 0.026648, 0.015390
40424, 0.020607, 0.026643, 0.015461
40432, 0.020602, 0.026637, 0.015458
40440, 0.020598, 0.026632, 0.015455
40448, 0.020594, 0.026652, 0.015452
40456, 0.020615, 0.026646, 0.015449
40464, 0.020611, 0.026641, 0.015446
40472, 0.020607, 0.026636, 0.015443
40480, 0.020603, 0.026630, 0.015440
40488, 0.020599, 0.026625, 0.015437
40496, 0.020595, 0.026645, 0.015434
40504, 0.020591, 0.026639, 0.015431
40512, 0.020611, 0.026634, 0.015428
40520, 0.020607, 0.026629, 0.015424
40528, 0.020603, 0.026624, 0.015421
40536, 0.020599, 0.026618, 0.015418
40544, 0.020595, 0.026638, 0.015415
40552, 0.020591, 0.026632, 0.015412
40560, 0.020587, 0.026627, 0.015409
40568, 0.020583, 0.026647, 0.015406
40576, 0.020579, 0.026641, 0.015403
40584, 0.020575, 0.026636, 0.015400
40592, 0.020595, 0.026631, 0.015397
40600, 0.020591, 0.026626, 0.015394
40608, 0.020587, 0.026620, 0.015391
40616, 0.020583, 0.026615, 0.015388
40624, 0.020579, 0.026610, 0.015385
40632, 0.020575, 0.026605, 0.015382
40640, 0.020571, 0.026624, 0.015379
40648, 0.020567, 0.026619, 0.015376
40656, 0.020563, 0.026638, 0.015373
40664, 0.020559, 0.026633, 0.015419
40672, 0.020579, 0.026628, 0.015416
40680, 0.020575, 0.026622, 0.015413
40688, 0.020571, 0.026642, 0.015410
40696, 0.020567, 0.026637, 0.015407
40704, 0.020563, 0.026631, 0.015404
40712, 0.020559, 0.026626, 0.015401
40720, 0.020555, 0.026645, 0.015398
40728, 0.020551, 0.026640, 0.015395
40736, 0.020547, 0.026635, 0.015392
40744, 0.020567, 0.026654, 0.015389
40752, 0.020563, 0.026649, 0.015386
40760, 0.020559, 0.026644, 0.015383
40768, 0.020555, 0.026639, 0.015380
40776, 0.020551, 0.026633, 0.015377
40784, 0.020572, 0.026628, 0.015374
40792, 0.020568, 0.026647, 0.015371
40800, 0.020564, 0.026667, 0.015368
40808, 0.020560, 0.026661, 0.015365
40816, 0.020556, 0.026656, 0.015362
40824, 0.020576, 0.026651, 0.015408
40832, 0.020572, 0.026646, 0.015405
40840, 0.020568, 0.026641, 0.015402
40848, 0.020564, 0.026635, 0.015399
40856, 0.020560, 0.026655, 0.015396
40864, 0.020556, 0.026649, 0.015393
40872, 0.020552, 0.026644, 0.015390
40880, 0.020548, 0.026663, 0.015386
40888, 0.020568, 0.026707, 0.015383
40896, 0.020564, 0.026702, 0.015380
40904, 0.020560, 0.026697, 0.015377
40912, 0.020556, 0.026691, 0.015374
40920, 0.020552, 0.026686, 0.015371
40928, 0.020548, 0.026681, 0.015368
40936, 0.020544, 0.026676, 0.015365
40944, 0.020565, 0.026671, 0.015362
40952, 0.020561, 0.026665, 0.015359
40960, 0.020557, 0.026660, 0.015356
40968, 0.020553, 0.026655, 0.015353
40976, 0.020549, 0.026650, 0.015350
40984, 0.020545, 0.026645, 0.015347
40992, 0.020541, 0.026688, 0.015344
41000, 0.020537, 0.026683, 0.015341
41008, 0.020533, 0.026678, 0.015387
41016, 0.020553, 0.026673, 0.015384
41024, 0.020549, 0.026667, 0.015381
41032, 0.020545, 0.026662, 0.015378
41040, 0.020541, 0.026706, 0.015375
41048, 0.020537, 0.026700, 0.015372
41056, 0.020533, 0.026695, 0.015369
41064, 0.020529, 0.026690, 0.015366
