ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
205, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 30, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 26, 27, 32, 24, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 24, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 23, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 22, 22, 22, 22, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
206, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 32, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 24, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 23, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 22, 22, 22, 22, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
207, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 26, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 23, 23, 23, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
208, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 26, 30, 32, 28, 28, 28, 27, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 23, 23, 23, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
209, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 26, 30, 32, 28, 28, 28, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 23, 23, 23, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
210, 25, 21, 21, 32, 21, 21, 31, 32, 32, 21, 21, 32, 21, 21, 21, 21, 21, 21, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 29, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
211, 25, 21, 21, 32, 21, 21, 31, 32, 32, 21, 21, 32, 21, 21, 21, 21, 21, 21, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 29, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
212, 25, 21, 21, 32, 21, 21, 31, 32, 32, 21, 21, 32, 21, 21, 21, 21, 21, 21, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 29, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
213, 25, 21, 23, 32, 21, 23, 31, 32, 32, 21, 23, 32, 21, 23, 21, 23, 21, 23, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 29, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 17, 21, 23, 17, 17, 17, 17, 21, 23, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
214, 25, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 29, 28, 29, 25, 26, 26, 24, 25, 22, 26, 25, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 26, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
215, 25, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 27, 27, 32, 27, 30, 32, 28, 28, 31, 29, 29, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 28, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
216, 26, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 17, 17, 17, 15, 16, 15, 15, 27, 26, 27, 27, 32, 27, 30, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 22, 24, 24, 23, 25, 25, 25, 41, 25, 25, 25, 28, 25, 22, 25, 25, 21, 24, 22, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
217, 26, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 39, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 17, 17, 17, 15, 16, 15, 15, 27, 26, 27, 27, 32, 27, 30, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 24, 24, 24, 23, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
218, 26, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 41, 32, 28, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 17, 17, 17, 15, 16, 15, 15, 27, 26, 27, 27, 32, 27, 30, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 22, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 24, 24, 24, 23, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 22, 22, 23, 23, 24, 24, 24, 21, 22, 22
219, 26, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 41, 32, 30, 16, 16, 15, 17, 16, 14, 17, 16, 17, 17, 16, 16, 17, 17, 17, 15, 16, 15, 15, 27, 26, 27, 27, 32, 27, 30, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 22, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 24, 24, 24, 23, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 22, 22, 25, 25, 24, 24, 24, 21, 22, 22
220, 26, 23, 23, 32, 23, 23, 31, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 41, 32, 30, 16, 17, 15, 17, 17, 14, 17, 16, 17, 17, 16, 16, 17, 17, 17, 15, 16, 15, 15, 27, 26, 29, 27, 32, 27, 30, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 22, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 24, 24, 24, 23, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 22, 22, 25, 25, 24, 24, 24, 21, 22, 22
221, 26, 23, 23, 32, 23, 23, 32, 32, 32, 23, 23, 32, 23, 23, 23, 23, 23, 23, 47, 31, 41, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 27, 26, 29, 27, 32, 27, 31, 32, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 23, 23, 17, 17, 17, 17, 23, 23, 21, 24, 24, 24, 24, 24, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 22, 22, 25, 25, 24, 24, 24, 21, 22, 22
222, 26, 23, 25, 32, 23, 25, 32, 32, 32, 23, 25, 32, 23, 25, 23, 25, 23, 25, 47, 31, 41, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 27, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 23, 25, 17, 17, 17, 17, 23, 25, 21, 24, 24, 24, 24, 24, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 24, 24, 25, 25, 24, 24, 24, 21, 24, 24
223, 26, 25, 25, 32, 25, 25, 32, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 41, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 27, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 25, 25, 25, 41, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 24, 24, 25, 25, 24, 24, 24, 21, 24, 24
224, 26, 25, 25, 32, 25, 25, 32, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 41, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 27, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 25, 25, 25, 43, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 24, 24, 25, 25, 24, 24, 24, 21, 24, 24
225, 26, 25, 25, 32, 25, 25, 32, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 22, 27, 25, 24, 27, 22, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 25, 25, 25, 43, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 21, 24, 24, 25, 25, 24, 24, 24, 21, 24, 24
226, 26, 25, 25, 32, 25, 25, 32, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 29, 30, 25, 26, 26, 24, 25, 24, 27, 25, 24, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 25, 25, 25, 45, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 23, 24, 24, 25, 25, 24, 24, 24, 23, 24, 24
227, 26, 25, 25, 32, 25, 25, 32, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 27, 33, 27, 32, 33, 28, 28, 31, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 24, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 23, 24, 24, 25, 25, 24, 25, 25, 23, 24, 24
228, 26, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 47, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 27, 33, 28, 32, 33, 28, 28, 31, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 24, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 25, 22, 25, 25, 21, 24, 24, 24, 24, 23, 24, 24, 25, 25, 24, 26, 26, 23, 24, 24
229, 26, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 27, 33, 28, 32, 33, 28, 28, 31, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 25, 24, 25, 25, 21, 24, 24, 24, 24, 23, 24, 24, 25, 25, 24, 26, 26, 23, 24, 24
230, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 30, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 28, 33, 28, 32, 33, 28, 28, 31, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 25, 24, 25, 25, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
231, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 28, 33, 28, 32, 33, 28, 28, 32, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 26, 24, 26, 26, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
232, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 28, 33, 28, 32, 33, 28, 28, 32, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 26, 24, 26, 26, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
233, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 26, 29, 29, 33, 28, 32, 33, 28, 28, 32, 31, 30, 25, 26, 26, 24, 25, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
234, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 29, 29, 33, 28, 32, 33, 28, 28, 34, 31, 30, 26, 26, 26, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 17, 17, 17, 25, 25, 17, 17, 17, 17, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
235, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 29, 29, 33, 28, 32, 33, 28, 28, 34, 31, 30, 26, 26, 26, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 17, 18, 17, 17, 25, 25, 17, 18, 17, 18, 25, 25, 21, 24, 24, 24, 24, 24, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
236, 27, 25, 25, 32, 25, 25, 33, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 32, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 31, 29, 33, 28, 32, 33, 28, 30, 34, 31, 30, 26, 26, 26, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 24, 24, 24, 24, 25, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 24, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
237, 27, 25, 25, 32, 25, 25, 34, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 33, 28, 32, 33, 28, 30, 34, 31, 30, 26, 28, 28, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 24, 25, 24, 24, 25, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 25, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
238, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 33, 28, 32, 33, 28, 32, 34, 31, 30, 26, 28, 28, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 24, 25, 24, 24, 25, 26, 26, 26, 45, 26, 26, 26, 28, 27, 24, 27, 27, 21, 24, 25, 24, 24, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
239, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 42, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 33, 28, 32, 33, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
